BHID,FROM,TO,X,Y,Z,P2O5,CAO,FE2O3,SIO2,AL2O3,MGO,TIO2,NB2O5,BAO,S,SRO,K2O,NA2O,MNO,CEO2,LA2O3,ND2O3,PR2O3,LOI,RCP,P2O5AP,LITO
DH-0398,246.9,250,3429.033,2311.645,64.8888,14.85,19.4,49.2,3.06,1.37,2.35,3.68,0.17,0.26,0.01,0.28,0.04,0.16,1.13,0.51,0.2,0,0,1.89,1.306,14.37,Carbonatito
DH-0398,250,254.65,3428.815,2311.84,61.0248,20.3,28.1,32.2,4.1,1.78,2.66,3.73,0.19,0.33,0.01,0.44,0.02,0.12,0.7,0.41,0.17,0,0,2.93,1.384,20.3,Carbonatito
DH-0398,254.65,258,3428.59,2312.041,57.0362,31.3,45.2,13.05,2.04,0.4,0.6,0.6,0.05,0.2,0.01,0.5,0.02,0.39,0.33,0.3,0.12,0,0,2.9,1.444,31.3,Foscrete
DH-0399,0,5,3341.8221,2406.866,309.4001,6.83,6.85,39.1,16.05,7.71,0.84,13.25,0.23,0.28,0.01,0.26,0.05,0.05,0.52,0.43,0.19,0,0,6.38,1.003,5.074,Aterro
DH-0399,5,8.35,3341.8274,2406.871,305.2251,6.14,3.32,45.9,8.19,7.99,0.92,16.65,0.23,0.44,0.01,0.37,0.04,0.04,0.85,0.57,0.27,0,0,6.74,0.541,2.459,Aterro
DH-0399,8.35,11.35,3341.8451,2406.873,302.0502,2.56,0.59,7.05,22.1,23.5,0.25,7.05,0.12,0.34,0.18,0.14,0.14,0.01,0.15,0.24,0.13,0,0,34.91,0.23,0.437,Turfa
DH-0399,11.35,15,3341.859,2406.876,298.7252,2.2,0.53,2.87,32.6,29.4,0.16,6.34,0.1,0.38,0.16,0.15,0.13,0.01,0.05,0.23,0.12,0,0,22.67,0.241,0.393,Argilito
DH-0399,15,20,3341.8767,2406.881,294.4002,1.29,0.35,3.28,25.5,20.8,0.1,4.66,0.07,0.25,0.17,0.09,0.09,0.01,0.04,0.14,0.08,0,0,42.2,0.271,0.259,Turfa
DH-0399,20,27.5,3341.9058,2406.897,288.1503,0.88,0.21,5.18,25,24.3,0.04,3.4,0.02,0.15,0.05,0.02,0.05,0.01,0.02,0.01,0.05,0,0,39.57,0.239,0.156,Turfa
DH-0399,27.5,31.8,3341.9408,2406.916,282.2505,1.07,0.19,5.6,28.6,27.7,0.08,4.43,0.04,0.19,0.06,0.02,0.05,0.01,0.04,0.02,0.06,0,0,31.39,0.178,0.141,Turfa
DH-0399,31.8,37.2,3341.9759,2406.94,277.4006,1.74,0.32,36,16.55,15.6,0.68,14.15,0.16,0.48,0.02,0.02,0.03,0.03,0.39,0.12,0.08,0,0,12.26,0.184,0.237,Argilito
DH-0399,37.2,40,3341.9965,2406.954,273.3007,2.21,0.34,26.1,21.8,20.8,0.2,10.7,0.13,0.43,0.01,0.02,0.04,0.02,0.18,0.19,0.14,0,0,15.46,0.154,0.252,Argilito
DH-0399,40,46.6,3342.0279,2406.971,268.6009,2.31,0.37,20.4,25.8,24.9,0.17,8.67,0.1,0.43,0.01,0.03,0.05,0.02,0.13,0.2,0.14,0,0,15.17,0.16,0.274,Argilito
DH-0399,46.6,49.1,3342.0538,2406.993,264.051,1.66,0.41,10.65,18.1,18.15,0.05,4.05,0.04,0.28,0.29,0.04,0.05,0.01,0.06,0.07,0.09,0,0,45.7,0.247,0.304,Turfa
DH-0399,49.1,51.6,3342.0699,2407.002,261.5511,2.63,0.5,13,26.5,25.9,0.12,6.82,0.08,0.51,0.31,0.07,0.07,0.01,0.08,0.23,0.17,0,0,21.33,0.19,0.37,Argilito
DH-0399,51.6,55,3342.093,2407.012,258.6012,0.71,0.4,6.47,6.98,6.91,0.01,1.63,0.01,0.09,0.39,0.02,0.02,0.01,0.02,0.01,0.03,0,0,76.24,0.563,0.296,Turfa
DH-0399,55,60,3342.1224,2407.037,254.4013,0.32,0.38,4.9,2.81,2.93,0.01,0.75,0.01,0.04,0.52,0.02,0.01,0.01,0.01,0.01,0.01,0,0,87.48,1.188,0.281,Turfa
DH-0399,60,65.3,3342.1529,2407.067,249.2515,1.61,0.48,4.59,17.2,15.55,0.05,3.11,0.04,0.28,1.04,0.12,0.09,0.01,0.03,0.01,0.06,0,0,55.58,0.298,0.356,Turfa
DH-0399,65.3,67.85,3342.1838,2407.094,245.3267,3.21,0.61,2.19,35.6,32.3,0.16,5.58,0.09,0.56,0.12,0.34,0.18,0.05,0.04,0.15,0.12,0,0,16.5,0.19,0.452,Argilito
DH-0399,67.85,75,3342.2206,2407.131,240.477,0.71,0.44,3.92,7.76,7.54,0.01,1.26,0.01,0.11,0.76,0.05,0.04,0.01,0.01,0.01,0.03,0,0,77.4,0.62,0.326,Turfa
DH-0399,75,80,3342.267,2407.162,234.4023,1.04,0.41,4.04,13.6,13.7,0.01,2.26,0.01,0.18,0.36,0.03,0.04,0.01,0.02,0.01,0.05,0,0,63.8,0.394,0.304,Turfa
DH-0399,80,85,3342.3096,2407.205,229.4026,0.28,0.48,5.14,2.58,3.52,0.01,0.5,0.01,0.03,0.78,0.02,0.01,0.01,0.01,0.01,0.01,0,0,87.1,1.714,0.28,Turfa
DH-0399,85,91.9,3342.3642,2407.251,223.4531,0.43,0.44,4.3,4.49,5.48,0.01,0.83,0.01,0.04,0.53,0.02,0.02,0.01,0.01,0.01,0.01,0,0,83.44,1.023,0.326,Turfa
DH-0399,91.9,96.4,3342.4221,2407.309,217.7537,2.06,0.36,19.7,26.4,25.3,0.11,6.75,0.08,0.39,0.04,0.07,0.06,0.01,0.1,0.11,0.09,0,0,17.5,0.175,0.267,Argilito
DH-0399,96.4,100,3342.4751,2407.346,213.7042,0.46,0.47,4.18,4.92,6.02,0.01,1,0.01,0.06,0.26,0.02,0.02,0.01,0.01,0.01,0.02,0,0,82.23,1.022,0.348,Turfa
DH-0399,100,107.5,3342.5482,2407.411,208.1551,0.15,0.45,3.23,1.14,1.77,0.03,0.45,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,91.77,3,0.15,Turfa
DH-0399,107.5,115,3342.6621,2407.508,200.6566,0.15,0.42,2.67,1.68,1.84,0.01,0.38,0.01,0.01,0.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,91.49,2.8,0.15,Turfa
DH-0399,115,122.5,3342.8025,2407.6,193.1585,0.25,0.39,2.46,2.01,1.93,0.01,0.62,0.01,0.02,0.54,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,91.19,1.56,0.25,Turfa
DH-0399,122.5,130,3342.9626,2407.7,185.6608,1.19,0.47,3.4,10.45,8.7,0.03,2.33,0.05,0.2,0.55,0.09,0.08,0.01,0.01,0.06,0.01,0.01,0.01,70.83,0.395,0.348,Turfa
DH-0399,130,137.5,3343.1303,2407.808,178.1635,1.41,0.5,3.37,10.9,9.16,0.07,2.47,0.06,0.23,0.47,0.1,0.07,0.01,0.01,0.08,0.02,0.01,0.01,70.34,0.355,0.37,Turfa
DH-0399,137.5,141.5,3343.256,2407.881,172.4153,4.15,1.06,4.86,16.05,14.85,0.16,4.64,0.17,0.56,0.45,0.25,0.09,0.01,0.03,0.31,0.13,0.1,0.01,50.22,0.255,0.785,Turfa
DH-0399,141.5,148.5,3343.3539,2407.954,166.9167,9.68,2.06,14.05,22.6,25.1,0.17,4.61,0.34,1.03,0.1,0.63,0.17,0.01,0.09,0.78,0.37,0.29,0.06,15.67,0.213,1.526,Argilito
DH-0399,148.5,151.2,3343.4221,2408.028,162.0678,8.71,2.62,9.72,19.7,20.3,0.21,5.73,0.41,1.18,0.23,0.55,0.14,0.01,0.31,0.95,0.46,0.34,0.08,27.18,0.301,1.941,Turfa
DH-0399,151.2,154.2,3343.4402,2408.063,159.2181,10.6,1.53,51,3.48,11.55,0.5,3.41,0.36,1.57,0.01,0.52,0.02,0.01,0.26,1.05,0.52,0.39,0.1,12.11,0.144,1.133,Canga
DH-0399,154.2,160,3343.5202,2408.112,154.8192,14.75,16.5,50.3,1.02,1.47,1.98,1.34,0.26,1.47,0.01,0.3,0.02,0.06,3.55,0.96,0.48,0.38,0.09,3.73,1.119,12.222,Carbonatito
DH-0399,160,165,3343.6007,2408.257,149.4218,25.8,33,29.9,0.86,0.75,1.2,0.64,0.15,0.56,0.01,0.54,0.01,0.1,2.09,0.61,0.28,0.24,0.06,2.5,1.279,24.444,Carbonatito
DH-0399,165,169.05,3343.7384,2408.343,144.8998,22.1,28.8,38.9,0.44,0.59,2.54,0.83,0.14,0.33,0.01,0.47,0.02,0.08,1.26,0.44,0.2,0.17,0.03,1.43,1.303,21.333,Carbonatito
DH-0399,169.05,172.7,3343.8875,2408.459,141.0545,30.5,40.6,17.25,1.25,0.99,0.67,0.6,0.21,0.4,0.01,0.53,0.01,0.11,0.79,0.53,0.25,0.2,0.05,3.39,1.331,30.074,Foscrete
DH-0399,172.7,178,3344.0499,2408.602,136.5847,29.8,39.3,21,0.75,0.77,0.89,0.79,0.43,0.35,0.01,0.5,0.01,0.12,0.65,0.68,0.32,0.26,0.06,2.36,1.319,29.111,Carbonatito
DH-0399,178,181,3344.1959,2408.736,132.4394,28.4,38.7,24.4,0.58,0.32,1.3,0.36,0.15,0.22,0.01,0.51,0.01,0.17,0.87,0.35,0.15,0.13,0.02,2.19,1.363,28.4,Foscrete
DH-0399,181,185,3344.3187,2408.85,128.9434,25.8,34.5,30.4,0.77,0.43,1.37,0.52,0.12,0.23,0.01,0.46,0.01,0.18,1.08,0.59,0.27,0.22,0.05,1.91,1.337,25.556,Carbonatito
DH-0399,185,190,3344.4767,2408.996,124.4486,20.9,27.6,38.8,1.86,0.79,2.27,0.87,0.22,0.28,0.01,0.42,0.03,0.18,1.03,0.67,0.32,0.23,0.05,1.76,1.321,20.444,Carbonatito
DH-0399,190,194.3,3344.6399,2409.147,119.8039,22.8,29.1,27,6.24,0.92,1.18,0.95,0.17,0.98,0.01,0.4,0.02,0.15,1.98,1.58,0.71,0.64,0.16,3.53,1.276,21.556,Carbonatito
DH-0399,194.3,198.9,3344.7961,2409.291,115.359,17.05,24.2,22,11.85,5.76,4.52,4.45,0.18,0.43,0.01,0.54,0.03,0.09,0.72,0.51,0.26,0.19,0.03,5.5,1.419,17.05,Carbonatito
DH-0399,198.9,205,3344.984,2409.465,110.0151,31.1,43.8,15.5,1.2,0.43,0.75,0.51,0.09,0.14,0.01,0.4,0.01,0.11,0.31,0.28,0.13,0.09,0.02,3.48,1.408,31.1,Foscrete
DH-0399,205,210,3345.1788,2409.645,104.4714,32.7,46.9,9.66,1.04,0.37,0.28,0.4,0.07,0.21,0.01,0.41,0.01,0.11,0.54,0.27,0.13,0.09,0.01,4.36,1.434,32.7,Foscrete
DH-0399,210,216.3,3345.3771,2409.828,98.8279,26.8,38.6,15.1,5.9,0.86,2.44,1.4,0.12,0.43,0.01,0.39,0.03,0.15,1.38,0.39,0.19,0.14,0.02,3.74,1.44,26.8,Foscrete
DH-0399,216.3,220.85,3345.5675,2410.004,93.4091,25.8,35.1,21.2,5.02,0.99,0.86,1.2,0.32,0.37,0.01,0.47,0.04,0.21,1.22,0.8,0.37,0.3,0.07,3.25,1.36,25.8,Carbonatito
DH-0400,0,3.2,3541.5879,2404.139,311.3507,4.54,0.7,46.4,7.54,12.15,0.72,15.05,0.33,0.89,0.01,0.24,0.03,0.04,0.81,0.49,0.27,0,0,8.73,0.154,0.519,Aterro
DH-0400,3.2,5.7,3541.5689,2404.076,308.5015,2.71,0.55,10.05,22.8,21.9,0.34,11.65,0.17,0.56,0.11,0.1,0.08,0.01,0.24,0.26,0.18,0,0,27.37,0.203,0.407,Turfa
DH-0400,5.7,10,3541.5625,2403.982,305.1028,2.73,0.45,9.95,29.7,28.1,0.21,12,0.14,0.53,0.02,0.04,0.06,0.01,0.13,0.28,0.19,0,0,13.54,0.165,0.333,Argilito
DH-0400,10,13.5,3541.5452,2403.868,301.2045,2.58,0.46,15.5,26.1,25.2,0.22,10.2,0.14,0.49,0.07,0.06,0.05,0.02,0.15,0.23,0.15,0,0,16.72,0.178,0.341,Argilito
DH-0400,13.5,20,3541.5408,2403.721,296.2067,2.18,0.51,7.47,22.3,21.3,0.11,5.42,0.08,0.39,0.73,0.1,0.09,0.01,0.06,0.13,0.12,0,0,38.85,0.234,0.378,Argilito
DH-0400,20,24.95,3541.525,2403.558,290.484,2.81,0.52,3.44,33.1,31.2,0.16,6.81,0.09,0.45,0.23,0.17,0.1,0.01,0.06,0.14,0.12,0,0,19.22,0.185,0.385,Argilito
DH-0400,24.95,30,3541.5123,2403.427,285.4858,0.91,0.66,3.31,8.8,8.91,0.01,1.73,0.01,0.14,0.51,0.05,0.04,0.01,0.02,0.01,0.03,0,0,74.17,0.725,0.489,Turfa
DH-0400,30,37.5,3541.492,2403.269,279.2128,0.4,0.82,3.29,3.41,3.71,0.01,0.58,0.01,0.06,0.93,0.03,0.02,0.01,0.01,0.01,0.01,0,0,87.28,2.05,0.4,Turfa
DH-0400,37.5,45,3541.4573,2403.093,271.7149,0.31,1.07,3.35,3.46,3.69,0.01,0.57,0.01,0.05,0.94,0.03,0.02,0.01,0.01,0.01,0.01,0,0,86.94,3.452,0.31,Turfa
DH-0400,45,52.5,3541.4423,2402.92,264.217,0.18,1.37,2.42,2.66,2.45,0.01,0.4,0.01,0.03,0.84,0.02,0.02,0.01,0.01,0.01,0.01,0,0,90.08,7.611,0.18,Turfa
DH-0400,52.5,60,3541.458,2402.741,256.7191,0.33,1.47,2.27,4.86,4.17,0.04,0.62,0.01,0.08,0.85,0.04,0.04,0.01,0.01,0.01,0.01,0,0,85.71,4.455,0.33,Turfa
DH-0400,60,67.5,3541.4999,2402.569,249.2212,0.24,1.98,2.33,2.98,2.59,0.06,0.56,0.01,0.06,0.83,0.03,0.02,0.01,0.01,0.01,0.01,0,0,88.32,8.25,0.24,Turfa
DH-0400,67.5,75,3541.5636,2402.397,241.7235,0.32,2.29,3.94,4.84,4.06,0.1,0.72,0.01,0.1,2.07,0.05,0.04,0.01,0.02,0.01,0.01,0,0,83.07,7.156,0.32,Turfa
DH-0400,75,82.5,3541.6467,2402.244,234.2255,0.4,2.25,4.25,6.87,5.37,0.1,0.8,0.01,0.13,2.24,0.05,0.06,0.01,0.01,0.01,0.01,0,0,79.71,5.625,0.4,Turfa
DH-0400,82.5,90,3541.7434,2402.106,226.7274,0.12,2.25,3.19,2.47,2.08,0.09,0.25,0.01,0.06,1.44,0.03,0.03,0.01,0.02,0.01,0.01,0,0,88.75,18.75,0.12,Turfa
DH-0400,90,97.5,3541.8359,2401.975,219.2291,0.93,1.2,3.85,12.6,10.1,0.07,1.29,0.02,0.18,1.97,0.09,0.14,0.01,0.02,0.03,0.03,0,0,68.95,1.29,0.889,Turfa
DH-0400,97.5,105,3541.9236,2401.858,211.7305,0.89,1.37,4.25,13.75,10.3,0.18,1.34,0.02,0.18,1.18,0.09,0.17,0.01,0.04,0.04,0.03,0,0,66.73,1.539,0.89,Turfa
DH-0400,105,108.95,3541.9931,2401.767,206.0067,1,1.42,5.45,15.55,12.25,0.2,1.68,0.03,0.21,1.66,0.1,0.17,0.01,0.05,0.04,0.04,0,0,61.33,1.42,1,Turfa
DH-0400,108.95,115,3542.041,2401.695,201.0074,2.56,0.77,2.73,35.9,27.1,0.18,4.04,0.09,0.46,0.62,0.26,0.37,0.01,0.04,0.18,0.08,0,0,24.17,0.301,0.57,Turfa
DH-0400,115,122.5,3542.097,2401.604,194.2333,2.39,0.97,4.31,34.7,22.9,0.25,3.77,0.11,0.4,1.14,0.21,0.27,0.01,0.05,0.19,0.09,0,0,27.51,0.406,0.719,Turfa
DH-0400,122.5,130,3542.1877,2401.493,186.7347,1.64,1.05,6.29,29.4,21.7,0.18,2.48,0.06,0.29,2.83,0.16,0.23,0.03,0.04,0.12,0.06,0,0,35.19,0.64,0.778,Turfa
DH-0400,130,133.8,3542.2578,2401.435,181.0854,1,1.07,8.27,20,14.05,0.12,1.72,0.03,0.19,4.42,0.12,0.2,0.01,0.03,0.07,0.03,0,0,52.17,1.07,0.793,Turfa
DH-0400,133.8,137,3542.2957,2401.397,177.5858,1.87,0.45,3.18,63.4,17.15,0.18,2.99,0.11,0.34,0.27,0.19,0.3,0.01,0.05,0.27,0.13,0,0,8.44,0.241,0.333,Argilito
DH-0400,137,141.9,3542.3349,2401.337,173.5365,9.44,7.48,6.13,41.8,12.7,0.15,8.93,0.47,1.14,0.11,0.7,0.25,0.03,0.12,0.68,0.33,0,0,7.25,0.792,5.541,Argilito
DH-0400,141.9,145,3542.3673,2401.275,169.5371,9.42,10.35,18.2,32.2,8.04,0.15,7.73,0.26,0.51,0.26,0.43,0.18,0.07,0.16,0.4,0.18,0,0,10.84,1.099,7.667,Carbonatito
DH-0400,145,150,3542.3951,2401.202,165.4878,10.6,10.7,25.6,22.2,6.38,0.15,7.75,0.23,0.46,0.17,0.42,0.15,0.08,0.17,0.38,0.16,0,0,12.33,1.009,7.926,Carbonatito
DH-0400,150,155,3542.4325,2401.113,160.4888,7.35,7.72,32.8,23.9,4.64,0.35,7.24,0.23,0.2,0.34,0.18,0.06,0.04,0.26,0.32,0.13,0,0,13.74,1.05,5.719,Carbonatito
DH-0400,155,160,3542.478,2401.015,155.4899,13.35,16.15,34.7,10.2,2.7,0.32,7.74,0.31,0.17,0.51,0.24,0.1,0.06,0.31,0.44,0.18,0,0,12.08,1.21,11.963,Carbonatito
DH-0400,160,165,3542.5204,2400.917,150.4911,12.15,15.6,31.7,14.8,3.1,0.41,7.23,0.38,0.16,0.54,0.24,0.08,0.05,0.32,0.41,0.18,0,0,11.09,1.284,11.556,Carbonatito
DH-0400,165,171.1,3542.5809,2400.801,144.9426,13.45,17.2,27.2,21.1,2.54,1.17,6.68,0.51,0.12,0.33,0.23,0.08,0.06,0.3,0.48,0.21,0,0,7.61,1.279,12.741,Carbonatito
DH-0400,171.1,175,3542.6348,2400.683,139.9443,3.52,1.05,58,19.65,2.2,0.23,5.23,0.23,0.25,0.01,0.14,0.08,0.04,0.79,0.32,0.11,0,0,7.6,0.298,0.778,Carbonatito
DH-0400,175,180,3542.6967,2400.567,135.4963,4.25,2.03,52.1,23,2.47,0.2,5.13,0.47,0.31,0.01,0.14,0.05,0.05,0.76,0.42,0.18,0,0,7.42,0.478,1.504,Carbonatito
DH-0400,180,185,3542.7775,2400.421,130.499,7.07,5.22,56.2,11.85,2.49,0.32,5.09,0.52,0.42,0.01,0.23,0.05,0.06,0.86,0.68,0.29,0,0,7.35,0.738,3.867,Carbonatito
DH-0400,185,190,3542.8565,2400.275,125.5018,11.25,10.5,48.4,8.95,2.58,0.18,4.96,0.78,0.52,0.01,0.34,0.04,0.08,0.73,0.89,0.41,0,0,7.21,0.933,7.778,Carbonatito
DH-0400,190,195,3542.9494,2400.12,120.5051,15.9,17.15,39.1,7.14,2.28,0.19,4.85,0.86,0.55,0.01,0.42,0.05,0.08,0.84,1.05,0.49,0,0,5.98,1.079,12.704,Carbonatito
DH-0400,195,199,3543.0402,2399.98,116.0082,20.4,24.9,36,4.74,1.14,0.36,2.13,0.65,0.34,0.01,0.38,0.03,0.09,0.62,0.86,0.4,0,0,4.33,1.221,18.444,Carbonatito
DH-0400,199,205,3543.1641,2399.827,111.0121,14.95,17.4,36,18.5,0.58,0.8,1.3,0.99,0.41,0.01,0.21,0.02,0.08,1.36,1.19,0.56,0,0,3.05,1.164,12.889,Carbonatito
DH-0400,205,210,3543.3325,2399.658,105.5173,6.91,5.8,30.5,42.4,0.65,0.55,1.32,0.43,0.67,0.01,0.09,0.02,0.07,1.89,1.44,0.68,0,0,3.85,0.839,4.296,Carbonatito
DH-0400,210,215,3543.5405,2399.523,100.5234,12.25,13.65,24.9,35.1,1.12,0.46,1.77,0.41,0.66,0.01,0.19,0.02,0.1,1.04,1.16,0.55,0,0,4.17,1.114,10.111,Carbonatito
DH-0400,215,220,3543.7998,2399.4,95.5317,20,26.5,29.5,11.5,1.76,1.12,2.63,0.32,0.26,0.01,0.3,0.03,0.11,1.05,0.66,0.3,0,0,2.67,1.325,19.63,Carbonatito
DH-0400,220,225,3544.0944,2399.284,90.5418,20.8,27.5,32.6,8.27,1.12,1.26,1.76,0.25,0.22,0.02,0.37,0.02,0.13,0.65,0.61,0.29,0,0,2.33,1.322,20.37,Carbonatito
DH-0400,225,230,3544.3978,2399.171,85.5522,17,22.2,33.5,15.5,1.91,1.47,2.14,0.17,0.18,0.01,0.33,0.02,0.12,0.64,0.61,0.31,0,0,2.33,1.306,16.444,Carbonatito
DH-0400,230,234.25,3544.672,2399.068,80.9365,19.15,24.8,38.2,6.9,1.2,1.63,1.76,0.18,0.24,0.01,0.44,0.02,0.12,0.62,0.49,0.22,0,0,2.12,1.295,18.37,Carbonatito
DH-0400,234.25,237.65,3544.9,2398.987,77.1192,23.4,31.4,34.3,3.91,0.47,1.52,0.71,0.12,0.11,0.01,0.39,0.01,0.11,0.39,0.46,0.21,0,0,1.1,1.342,23.259,Carbonatito
DH-0400,237.65,245,3545.2244,2398.868,71.7553,26.8,37.3,27.1,2.83,0.17,0.88,0.81,0.07,0.07,0.01,0.35,0.02,0.1,0.26,0.33,0.14,0,0,1.03,1.392,26.8,Foscrete
DH-0400,245,251.35,3545.6477,2398.714,64.9201,19.65,27.3,25.9,19.5,0.3,0.41,0.41,0.09,0.15,0.01,0.24,0.02,0.1,0.35,0.41,0.17,0,0,3.44,1.389,19.65,Foscrete
DH-0400,251.35,255,3545.9567,2398.602,59.931,17.35,22.5,39.5,8.32,0.96,1.16,2.58,0.24,0.21,0.03,0.35,0.03,0.16,0.78,0.57,0.25,0,0,3.15,1.297,16.667,Carbonatito
DH-0400,255,260,3546.224,2398.505,55.6153,14.9,19.6,47.8,7.31,0.47,1.57,3.06,0.12,0.13,0.03,0.27,0.03,0.13,0.81,0.44,0.18,0,0,2.28,1.315,14.519,Carbonatito
DH-0400,260,265.95,3546.5623,2398.382,50.1522,16.45,22.1,46.2,4.69,0.33,1.73,2.38,0.1,0.21,0.01,0.29,0.02,0.13,1.16,0.48,0.2,0,0,1.61,1.343,16.37,Carbonatito
DH-0401,0,4.3,3544.911,3107.494,313.46,5.52,3.22,39.4,20.8,7.77,1.32,10.65,0.43,0.44,0.01,0.37,0.07,0.06,0.64,0.46,0.2,0,0,7.74,0.583,2.385,Aterro
DH-0401,4.3,7.85,3544.911,3107.494,309.535,4.91,0.89,34.8,14.15,17.1,1.14,9.6,0.34,0.91,0.01,0.42,0.08,0.04,0.49,0.4,0.17,0,0,12.73,0.181,0.659,Argilito
DH-0401,7.85,13,3544.911,3107.494,305.185,4.47,0.83,55.2,4.01,7.01,1.74,12.2,0.46,0.93,0.01,0.39,0.04,0.04,1.89,0.51,0.2,0,0,7.28,0.186,0.615,Bebedourito
DH-0401,13,16.45,3544.911,3107.494,300.885,4.76,0.78,59.2,2.86,6.26,1.71,10.15,0.54,0.91,0.01,0.36,0.03,0.04,1.62,0.62,0.26,0,0,7.01,0.164,0.578,Bebedourito
DH-0401,16.45,20,3544.911,3107.494,297.385,4.87,2.7,59.6,4.01,4.85,2.16,10,0.67,0.49,0.01,0.26,0.05,0.05,1.76,0.63,0.25,0,0,5.87,0.554,2,Bebedourito
DH-0401,20,25,3544.911,3107.494,293.11,7.87,7.7,55.9,4.04,4.01,1.76,8.53,0.36,0.34,0.01,0.36,0.04,0.05,1.42,0.43,0.16,0,0,5,0.978,5.704,Bebedourito
DH-0401,25,30,3544.911,3107.494,288.11,15.6,18.75,40.7,5.12,2.74,1.35,5.33,0.51,0.29,0.01,0.37,0.02,0.12,1.34,0.7,0.31,0,0,4.69,1.202,13.889,Bebedourito
DH-0401,30,35,3544.911,3107.494,283.11,13.4,16.7,30,22.5,3.21,0.87,6.07,0.31,0.23,0.01,0.34,0.03,0.07,0.79,0.43,0.17,0,0,3.79,1.246,12.37,Bebedourito
DH-0401,35,40,3544.911,3107.494,278.11,8.16,8.94,43,22.1,2.52,1.14,6.14,0.41,0.34,0.01,0.28,0.04,0.06,1.54,0.46,0.18,0,0,3.58,1.096,6.622,Bebedourito
DH-0401,40,45,3544.911,3107.494,273.11,3.29,1.45,36.4,41.7,2.06,0.76,5.15,0.54,0.42,0.01,0.2,0.04,0.04,1.23,0.69,0.32,0,0,3.82,0.441,1.074,Bebedourito
DH-0401,45,50,3544.911,3107.494,268.11,10.45,11.25,43.2,12.5,2.98,1.2,9.02,0.53,0.2,0.01,0.34,0.03,0.07,1.12,0.55,0.22,0,0,4.06,1.077,8.333,Bebedourito
DH-0401,50,55,3544.911,3107.494,263.11,16.2,19.2,38.7,6.2,2.68,0.95,7.34,0.45,0.18,0.01,0.41,0.03,0.08,1.12,0.6,0.25,0,0,3.88,1.185,14.222,Bebedourito
DH-0401,55,60,3544.911,3107.494,258.11,17.9,21.9,38.5,5.19,2.13,0.78,5.27,0.54,0.27,0.01,0.44,0.02,0.09,1.19,0.61,0.25,0,0,3.91,1.223,16.222,Bebedourito
DH-0401,60,62.9,3544.911,3107.494,254.16,20.2,26.6,31.3,7.63,1.86,0.83,4.37,0.33,0.15,0.01,0.4,0.02,0.11,0.83,0.4,0.16,0,0,3.75,1.317,19.704,Bebedourito
DH-0401,62.9,70,3544.911,3107.494,249.16,18.8,25,32.4,8.94,1.99,1.52,3.97,0.22,0.18,0.01,0.37,0.02,0.18,0.95,0.4,0.16,0,0,3.88,1.33,18.519,Bebedourito
DH-0401,70,73.8,3544.911,3107.494,243.71,18.25,23.1,28.7,9.12,3.09,1.26,6.82,0.39,0.31,0.01,0.47,0.03,0.18,0.9,0.47,0.18,0,0,4.84,1.266,17.111,Bebedourito
DH-0401,73.8,76.3,3544.911,3107.494,240.56,9.41,15.45,18.55,25.9,1.7,14.85,3.64,0.14,0.07,0.01,0.19,0.27,0.25,0.47,0.28,0.1,0,0,7.77,1.642,9.41,Bebedourito
DH-0401,76.3,82.05,3544.911,3107.494,236.435,11.55,18.3,23.4,19.55,2.23,10.6,4.61,0.23,0.11,0.01,0.22,0.17,0.24,0.67,0.36,0.14,0,0,5.76,1.584,11.55,Bebedourito
DH-0401,82.05,85,3544.911,3107.494,232.085,7.49,17,14,26.6,1.96,18.7,2.78,0.18,0.06,0.01,0.19,0.21,0.28,0.42,0.2,0.07,0,0,9.61,2.27,7.49,Bebedourito
DH-0401,85,90,3544.911,3107.494,228.11,6.5,18.2,18.35,22.1,1.44,16.8,3.24,0.1,0.05,0.01,0.21,0.13,0.19,0.48,0.22,0.07,0,0,10.68,2.8,6.5,Bebedourito
DH-0401,90,95,3544.911,3107.494,223.11,7.49,19.6,14.4,22.8,1.94,16.9,2.57,0.09,0.06,0.01,0.26,0.16,0.2,0.35,0.21,0.08,0,0,12.6,2.617,7.49,Bebedourito
DH-0401,95,100,3544.911,3107.494,218.11,8.17,21.9,14.45,20.4,1.11,17.5,2.37,0.12,0.08,0.01,0.35,0.1,0.08,0.39,0.2,0.06,0,0,12.41,2.681,8.17,Bebedourito
DH-0401,100,106.8,3544.911,3107.494,212.21,13.35,23.9,18.9,15.95,1.31,12.15,3.06,0.14,0.12,0.01,0.28,0.13,0.18,0.67,0.46,0.21,0,0,8.11,1.79,13.35,Bebedourito
DH-0401,106.8,111.05,3544.911,3107.494,206.685,7.45,21.9,18.25,21,1.04,13.4,2.69,0.08,0.2,0.41,0.4,2.41,0.33,0.39,0.19,0.06,0,0,8.83,2.94,7.45,Bebedourito
DH-0402,0,5,1597.9958,1503.938,323.521,2.46,0.27,18.95,15.15,31.4,0.26,12.05,0.15,0.37,0.01,0.11,0.07,0.01,0.11,0.29,0.15,0,0,16.8,0.11,0.2,Solo
